"시설ID","시설명","서비스분류코드","서비스분류","자치구코드","자치구명","연령구분코드","연령구분","X좌표값","Y좌표값","우편번호","기본주소","상세주소","연락처","사용료","학기시작시간","학기종료시간","방학시작시간","방학종료시간","토요일운영여부","토요일운영시작시간","토요일운영종료시간","등록일시","수정일시"
"JR200144","파란나라지역아동센터","1003","지역아동센터","11260","중랑구","1003","초등학생","127.08688","37.59221","02155","서울특별시 중랑구 면목로 452"," (면목동)","02-494-0476","0","1000","1900","","","N","","","2020-01-28 01:35:02.0","2020-03-11 13:27:59.0"
"JR200145","녹색지역아동센터","1003","지역아동센터","11260","중랑구","1003","초등학생","127.07671","37.58574","02230","서울특별시 중랑구 겸재로 78","3층 (면목동)","070-8688-4343","0","1000","1900","","","N","","","2020-01-28 01:35:02.0","2020-03-10 11:18:07.0"
"JR200143","열린지역아동센터","1003","지역아동센터","11260","중랑구","1003","초등학생","127.10205","37.60267","02059","서울특별시 중랑구 망우로67가길 11","2층 (망우동)","02-435-2153","0","1000","1900","","","Y","1000","1600","2020-01-28 01:35:01.0","2020-03-10 14:44:36.0"
"JR200142","생명강지역아동센터","1003","지역아동센터","11260","중랑구","1003","초등학생","127.07893","37.59752","02108","서울특별시 중랑구 동일로123길 21","2층 (중화동)","02-438-0118","0","1000","1900","","","Y","0900","1400","2020-01-28 01:35:01.0","2020-03-11 15:02:55.0"
"JR200141","동원지역아동센터","1003","지역아동센터","11260","중랑구","1003","초등학생","127.09047","37.58388","02210","서울특별시 중랑구 면목로56길 38"," (면목동)","02-433-4425","0","1100","1900","","","N","","","2020-01-28 01:35:01.0","2020-03-10 13:59:54.0"
"JR200139","동그라미지역아동센터","1003","지역아동센터","11260","중랑구","1003","초등학생","127.07822","37.58709","02134","서울특별시 중랑구 겸재로9길 15","2층 (면목동)","02-492-8728","0","1100","2000","","","N","","","2020-01-28 01:35:00.0","2020-03-10 13:27:59.0"
"JR200137","차오름지역아동센터","1003","지역아동센터","11260","중랑구","1003","초등학생","127.09339","37.59026","02162","서울특별시 중랑구 상봉로 49","3층 (면목동)","02-433-2077","","1130","2030","","","N","","","2020-01-28 01:34:59.0","2020-03-11 09:56:24.0"
"JR200136","면목지역아동센터","1003","지역아동센터","11260","중랑구","1003","초등학생","127.08142","37.57635","02243","서울특별시 중랑구 면목로33길 79"," (면목동)","070-7539-6010","0","1000","1900","","","N","","","2020-01-28 01:34:59.0","2020-03-11 14:56:10.0"
"JR200132","마루아라지역아동센터","1003","지역아동센터","11260","중랑구","1003","초등학생","127.09477","37.60857","02043","서울특별시 중랑구 신내로 115"," (신내동, 신내10단지신내아파트)","02-6671-7533","0","1000","1900","","","N","","","2020-01-28 01:34:57.0","2020-03-10 14:07:53.0"
"JR200129","참좋은지역아동센터","1003","지역아동센터","11260","중랑구","1003","초등학생","127.09783","37.59086","02188","서울특별시 중랑구 용마산로 442-1","2층 (망우동)","02-493-3393","0","1000","1900","","","N","","","2020-01-28 01:34:56.0","2020-03-11 13:16:10.0"
"JR200130","성심지역아동센터","1003","지역아동센터","11260","중랑구","1003","초등학생","127.10134","37.58766","02191","서울특별시 중랑구 용마산로94길 88"," (면목동)","02-494-5072","0","1030","1930","","","N","","","2020-01-28 01:34:56.0","2020-03-11 15:07:00.0"
"JR200127","솔로몬지역아동센터","1003","지역아동센터","11260","중랑구","1003","초등학생","127.10335","37.60421","02060","서울특별시 중랑구 망우로 73길 83","(망우동)","02-439-8679","","","","","","N","","","2020-01-28 01:34:55.0","2021-05-27 17:49:43.0"
"JR200128","만나지역아동센터","1003","지역아동센터","11260","중랑구","1003","초등학생","127.08013","37.58578","02215","서울특별시 중랑구 동일로 620"," (면목동)","02-438-9191","0","1000","1900","","","Y","1000","1900","2020-01-28 01:34:55.0","2020-03-10 14:10:56.0"
"JR200126","즐거운지역아동센터","1003","지역아동센터","11260","중랑구","1003","초등학생","127.07878","37.58495","02231","서울특별시 중랑구 동일로95길 16","상중빌딩 2층 (면목동)","02-495-9839","","","","","","N","","","2020-01-28 01:34:54.0","2020-03-11 09:48:16.0"
"JG200109","나비훨훨지역아동센터","1003","지역아동센터","11140","중구","1003","초등학생","127.00762","37.55129","04599","서울특별시 중구 다산로 75","2층 (신당동)","02-2237-8390","0","1000","1900","","","N","","","2020-01-28 01:34:53.0","2020-03-04 15:14:59.0"
"JG200108","등대지역아동센터","1003","지역아동센터","11140","중구","1003","초등학생","126.96458","37.55831","04502","서울특별시 중구 중림로 10","상가2동 지층901호 (중림동, 중림동 삼성 사이버 빌리지)","02-3147-0191","0","1000","2000","0900","1900","N","","","2020-01-28 01:34:53.0","2020-03-05 13:55:32.0"
"JN200124","세종지역아동센터","1003","지역아동센터","11110","종로구","1003","초등학생","126.96047","37.57285","03029","서울특별시 종로구 통일로12길 10-14","2층 (행촌동)","02-730-9791","0","1100","1900","","","N","","","2020-01-28 01:34:52.0","2020-03-09 11:11:40.0"
"JN200121","한누리아동센터","1003","지역아동센터","11110","종로구","1003","초등학생","126.96053","37.57344","03029","서울특별시 종로구 통일로12길 16-5"," (무악동)","02-735-3633","0","1100","1900","","","N","","","2020-01-28 01:34:51.0","2020-03-18 17:46:03.0"
"JN200122","연동지역아동센터","1003","지역아동센터","11110","종로구","1003","초등학생","127.00132","37.57399","03128","서울특별시 종로구 대학로3길 9","3층 (연지동)","02-744-7270","0","1100","1900","","","N","","","2020-01-28 01:34:51.0","2020-03-09 10:57:02.0"
"JN200119","종로지역아동센터","1003","지역아동센터","11110","종로구","1003","초등학생","127.01219","37.5772","03091","서울특별시 종로구 지봉로13길 82"," (창신동)","02-741-4980","0","1100","1900","","","N","","","2020-01-28 01:34:50.0","2020-03-09 11:05:25.0"
"JN200120","성터지역아동센터","1003","지역아동센터","11110","종로구","1003","초등학생","127.00923","37.57513","03097","서울특별시 종로구 창신7가길 14-7"," (창신동)","02-763-3677","0","1100","1900","","","N","","","2020-01-28 01:34:50.0","2020-03-09 11:01:21.0"
"JN200116","마로니에지역아동센터","1003","지역아동센터","11110","종로구","1003","초등학생","127.00517","37.57953","03088","서울특별시 종로구 이화장길 94"," (동숭동)","02-6414-4768","0","1100","1900","","","N","","","2020-01-28 01:34:49.0","2020-03-09 10:29:35.0"
"JN200118","중앙지역아동센터","1003","지역아동센터","11110","종로구","1003","초등학생","127.00825","37.574","03098","서울특별시 종로구 충신길 22","교육관 2층 (종로6가)","02-744-7430","0","1100","1900","","","N","","","2020-01-28 01:34:49.0","2020-03-09 10:43:09.0"
"JN200117","사단법인 공동육아와 공동체교육 해송지역아동센터","1003","지역아동센터","11110","종로구","1003","초등학생","127.00867","37.57785","03089","서울특별시 종로구 낙산성곽동길 59-10"," (창신동)","02-762-9201","0","1100","1900","","","N","","","2020-01-28 01:34:49.0","2020-03-09 10:59:24.0"
"JN200114","청암지역아동센터","1003","지역아동센터","11110","종로구","1003","초등학생","127.01035","37.57734","03090","서울특별시 종로구 창신8길 13"," (창신동)","02-742-9827","0","1100","1900","","","N","","","2020-01-28 01:34:48.0","2020-03-09 10:37:05.0"
"JN200113","참신나는학교 지역아동센터","1003","지역아동센터","11110","종로구","1003","초등학생","127.01335","37.57316","03105","서울특별시 종로구 종로53길 7-10"," (창신동)","02-744-4048","0","1100","1900","","","N","","","2020-01-28 01:34:47.0","2020-03-09 10:52:16.0"
"EP200185","구립오병이어 지역아동센터","1003","지역아동센터","11380","은평구","1003","초등학생","126.92438","37.59947","03462","서울특별시 은평구 은평로 12길 12-25","(응암동)","02-6925-5019","","","","","","N","","","2020-01-28 01:34:47.0","2021-05-27 17:51:14.0"
"EP200184","증산동성산 지역아동센터","1003","지역아동센터","11380","은평구","1003","초등학생","126.90732","37.58418","03499","서울특별시 은평구 증산서길 90"," (증산동)","02-305-9200","0","1000","2200","","","N","","","2020-01-28 01:34:47.0","2020-02-20 14:56:04.0"
"EP200183","광암 지역아동센터","1003","지역아동센터","11380","은평구","1003","초등학생","126.91706","37.58381","03483","서울특별시 은평구 가좌로7라길 35-4","1층 (응암동)","070-4025-0953","0","1100","2000","","","N","","","2020-01-28 01:34:46.0","2020-03-12 17:50:07.0"
"EP200182","부림지역아동센터","1003","지역아동센터","11380","은평구","1003","초등학생","126.92783","37.62571","03343","서울특별시 은평구 연서로37길 51","2층 가호 (불광동)","02-387-9661","","1100","2000","","","N","","","2020-01-28 01:34:46.0","2020-02-18 15:52:25.0"
"GR200164","구로구공립지역아동센터","1003","지역아동센터","11530","구로구","1003","초등학생","126.83978","37.48058","08365","서울특별시 구로구 천왕로 32","천왕에이스프라자 306호/307호(천왕동) (천왕동)","02-2615-9060","0","1100","1900","","","N","","","2020-01-28 01:34:45.0","2020-03-13 11:28:42.0"
"GR200162","섬기는지역아동센터","1003","지역아동센터","11530","구로구","1003","초등학생","126.85025","37.49393","08339","서울특별시 구로구 개봉로17아길 51-12","(개봉동) (개봉동)","070-7806-1414","0","1200","2100","","","N","","","2020-01-28 01:34:44.0","2020-03-09 15:12:27.0"
"GR200160","구로행복한지역아동센터","1003","지역아동센터","11530","구로구","1003","초등학생","126.85365","37.48992","08346","서울특별시 구로구 개봉로15길 42","2층(개봉동) (개봉동)","02-2615-9064","0","1000","1900","","","N","","","2020-01-28 01:34:44.0","2020-03-09 13:44:34.0"
"GR200155","메리워드 지역아동센터","1003","지역아동센터","11530","구로구","1003","초등학생","126.84072","37.49969","08253","서울특별시 구로구 고척로 49","210동 상가 3층(오류동) (오류동, 동부골든아파트)","02-2618-6530","0","1100","2000","","","N","","","2020-01-28 01:34:42.0","2020-03-09 15:03:17.0"
"GR200142","구로푸른학교 지역아동센터","1003","지역아동센터","11530","구로구","1003","초등학생","126.88843","37.49664","08301","서울특별시 구로구 가마산로23길 27","2층 (구로동) (구로동)","02-866-0615","0","1030","2030","","","N","","","2020-01-28 01:34:36.0","2020-03-09 13:40:57.0"
"GR200141","한사랑지역아동센터","1003","지역아동센터","11530","구로구","1003","초등학생","126.88716","37.4881","08314","서울특별시 구로구 구로동로8길 56","101호, 201호(구로동) (구로동)","02-858-7988","0","1000","1900","","","Y","1000","1900","2020-01-28 01:34:36.0","2020-03-10 10:49:36.0"
"GR200138","지역아동센터평화만들기","1003","지역아동센터","11530","구로구","1003","초등학생","126.83128","37.49749","08249","서울특별시 구로구 오리로20길 32"," (궁동)","02-2613-9895","0","1100","2000","","","N","","","2020-01-28 01:34:35.0","2020-03-10 10:26:17.0"
"GR200137","함사람지역아동센터","1003","지역아동센터","11530","구로구","1003","초등학생","126.86135","37.50353","08224","서울특별시 구로구 경서로 82-14","대신상가 303호(고척동) (고척동)","02-2681-8114","0","1000","1900","","","N","","","2020-01-28 01:34:34.0","2020-03-10 10:57:47.0"
"GR200136","새솜 지역아동센터","1003","지역아동센터","11530","구로구","1003","초등학생","126.89215","37.50235","08296","서울특별시 구로구 새말로16길 70","다솜금호아파트상가 401호 (구로동) (구로동, 다솜금호아파트)","02-865-8428","0","1000","2000","","","N","","","2020-01-28 01:34:34.0","2020-03-09 15:10:16.0"
"GR200135","구로지역아동센터","1003","지역아동센터","11530","구로구","1003","초등학생","126.88683","37.48514","08374","서울특별시 구로구 도림로 4-3","3층 301호(구로동) (구로동)","02-837-4395","0","1000","1900","","","N","","","2020-01-28 01:34:34.0","2020-03-09 13:14:38.0"
"GR200133","꿈의학교지역아동센터","1003","지역아동센터","11530","구로구","1003","초등학생","126.85704","37.48955","08333","서울특별시 구로구 개봉로12길 9-30","2층(개봉동) (개봉동)","02-2615-9062","0","1100","2100","","","N","","","2020-01-28 01:34:33.0","2020-03-09 14:38:40.0"
"GJ200125","새빛지역아동센터","1003","지역아동센터","11215","광진구","1005","초중생","127.07944","37.53728","05054","서울특별시 광진구 아차산로 330","1층 (자양동)","02-3436-6852","0","1000","2000","0900","1830","Y","1300","1700","2020-01-28 01:34:30.0","2020-03-11 11:17:10.0"
"GJ200124","어린이나라지역아동센터","1003","지역아동센터","11215","광진구","1005","초중생","127.08653","37.53966","05042","서울특별시 광진구 자양로22길 58","2층 (구의동)","02-446-5642","0","0930","2200","0930","2200","N","","","2020-01-28 01:34:30.0","2020-03-11 11:26:47.0"
"GJ200123","중곡지역아동센터","1003","지역아동센터","11215","광진구","1003","초등학생","127.09082","37.55579","04951","서울특별시 광진구 자양로53길 69","3층 (중곡동)","02-457-7179","","1000","1900","1000","1900","N","","","2020-01-28 01:34:29.0","2020-03-11 13:26:52.0"
"GJ200121","희망샘지역아동센터","1003","지역아동센터","11215","광진구","1005","초중생","127.0903","37.55905","04944","서울특별시 광진구 긴고랑로 137"," (중곡동)","070-4138-0060","0","1200","2100","1200","2100","N","","","2020-01-28 01:34:29.0","2020-03-11 13:24:48.0"
"GJ200109","진성지역아동센터","1003","지역아동센터","11215","광진구","1005","초중생","127.08692","37.56722","04940","서울특별시 광진구 용마산로26길 10","2층 (중곡동)","02-8791-4694","0","1030","2030","1000","2100","N","","","2020-01-28 01:34:24.0","2020-03-11 11:31:44.0"
"GJ200110","해피엘지역아동센터","1003","지역아동센터","11215","광진구","1005","초중생","127.07526","37.53101","05098","서울특별시 광진구 자양번영로 16","2층 (자양동)","02-3436-6853","","1100","2000","1000","1900","N","","","2020-01-28 01:34:24.0","2020-03-11 13:22:49.0"
"GJ200108","꿈나래지역아동센터","1003","지역아동센터","11215","광진구","1005","초중생","127.08876","37.5583","04945","서울특별시 광진구 영화사로 9","3층 (중곡동)","02-494-1898","0","1000","1900","1000","1900","N","","","2020-01-28 01:34:23.0","2020-03-11 11:14:06.0"
"GJ200107","신양하늘꿈지역아동센터","1003","지역아동센터","11215","광진구","1005","초중생","127.06144","37.53647","05081","서울특별시 광진구 동일로 44-10","2층 (자양동)","02-463-4114","0","1100","2000","1100","2000","N","","","2020-01-28 01:34:23.0","2020-03-11 11:18:23.0"
"GJ200106","새움터 지역아동센터","1003","지역아동센터","11215","광진구","1004","중학생","127.08392","37.53409","05056","서울특별시 광진구 자양로 71-7","3층 (자양동)","02-458-1813","0","1300","2100","1000","1900","N","","","2020-01-28 01:34:23.0","2020-04-13 18:01:41.0"
"GA200146","우리들의공부방","1003","지역아동센터","11620","관악구","1003","초등학생","126.92109","37.4833","08762","서울특별시 관악구 남부순환로 1535","2층 (신림동)","02-884-8093","0","1000","1900","1000","1900","N","","","2020-01-28 01:34:15.0","2020-03-18 15:22:49.0"
"GA200145","새숲지역아동센터","1003","지역아동센터","11620","관악구","1003","초등학생","126.92862","37.46606","08848","서울특별시 관악구 광신길 160","주공아파트 101동 101호/106호 (신림동, 신림1단지주공아파트)","02-884-3572","0","1200","2100","1100","2000","N","","","2020-01-28 01:34:15.0","2020-03-18 10:42:01.0"
"GA200144","행복한지역아동센터","1003","지역아동센터","11620","관악구","1003","초등학생","126.92078","37.475","08852","서울특별시 관악구 법원단지13길 22"," (신림동)","02-6397-8961","0","1000","1900","0900","1800","Y","0900","1700","2020-01-28 01:34:15.0","2020-03-18 15:09:16.0"
"GA200142","청솔지역아동센터","1003","지역아동센터","11620","관악구","1003","초등학생","126.91486","37.48442","08762","서울특별시 관악구 남부순환로161가길 71","2층 (신림동)","02-857-5599","0","1100","2100","1100","2100","Y","0900","1700","2020-01-28 01:34:14.0","2020-03-18 14:52:17.0"
"GA200143","조원지역아동센터","1003","지역아동센터","11620","관악구","1003","초등학생","126.90874","37.48155","08766","서울특별시 관악구 조원중앙로2길 71","1층 (신림동)","02-838-9031","0","1100","2000","0900","1800","Y","0900","1400","2020-01-28 01:34:14.0","2020-03-18 14:28:54.0"
"GA200128","드림한누리지역아동센터","1003","지역아동센터","11620","관악구","1003","초등학생","126.94715","37.49222","08725","서울특별시 관악구 구암길 106","3층 (봉천동, 관악드림타운아파트)","02-888-1598","0","1000","1900","1000","1900","N","","","2020-01-28 01:34:08.0","2020-03-13 16:02:14.0"
"GA200127","하늘지역아동센터","1003","지역아동센터","11620","관악구","1003","초등학생","126.93408","37.47441","08845","서울특별시 관악구 신림로 171","201호 (신림동, 금원프라자)","02-875-1114","0","1000","1900","1000","1900","N","","","2020-01-28 01:34:08.0","2020-03-18 14:56:35.0"
"GA200129","아담스지역아동센터","1003","지역아동센터","11620","관악구","1003","초등학생","126.92117","37.46865","08857","서울특별시 관악구 난곡로20길 17","3층 (신림동)","02-830-0374","0","1300","2100","1000","2000","N","","","2020-01-28 01:34:08.0","2020-03-18 11:26:18.0"
"GA200126","민들레샘물 지역아동센터","1003","지역아동센터","11620","관악구","1003","초등학생","126.93716","37.4634","08824","서울특별시 관악구 대학20길 27","103동 105호 (신림동, 현대아파트)","070-8751-3275","0","1200","2100","1030","2000","Y","1100","1600","2020-01-28 01:34:07.0","2020-03-13 16:13:38.0"
"GA200124","열린지역아동센터","1003","지역아동센터","11620","관악구","1003","초등학생","126.94575","37.48516","08751","서울특별시 관악구 양녕로 31","관리동 3층 (봉천동, 두산아파트)","02-3285-3580","0","1200","2100","1000","1900","N","","","2020-01-28 01:34:06.0","2020-03-18 14:01:51.0"
"GA200122","섬김의집","1003","지역아동센터","11620","관악구","1003","초등학생","126.93572","37.47139","08839","서울특별시 관악구 신림로 124"," (신림동)","02-871-5425","0","1100","2100","1030","1930","N","","","2020-01-28 01:34:06.0","2023-05-25 15:48:42.0"
"GA200105","난향지역아동센터","1003","지역아동센터","11620","관악구","1003","초등학생","126.9161","37.4624","08859","서울특별시 관악구 난향7길 1","2, 3층 (신림동)","02-830-7023","0","1030","1930","1030","1930","Y","1030","1430","2020-01-28 01:33:59.0","2020-03-13 15:36:33.0"
"GS200141","강서누리지역아동센터","1003","지역아동센터","11500","강서구","1003","초등학생","126.81149","37.55785","07626","서울특별시 강서구 송정로 32","2층 (공항동)","02-2661-7179","0","1000","1900","1000","1900","N","","","2020-01-28 01:33:56.0","2020-03-13 11:18:42.0"
"GS200130","소은지역아동센터","1003","지역아동센터","11500","강서구","1003","초등학생","126.81681","37.55578","07645","서울특별시 강서구 방화대로6나길 17","2층 (공항동)","070-4062-7647","0","1000","1900","","","N","","","2020-01-28 01:33:52.0","2020-03-13 13:16:33.0"
"GS200127","방화지역아동센터","1003","지역아동센터","11500","강서구","1003","초등학생","126.80666","37.57103","07611","서울특별시 강서구 양천로6길 28","3층 301호 (방화동, 도시개발12단지아파트)","02-2662-6277","0","1000","2100","1000","2100","N","","","2020-01-28 01:33:51.0","2020-03-18 09:50:38.0"
"GS200126","한길지역아동센터","1003","지역아동센터","11500","강서구","1003","초등학생","126.86902","37.55059","07561","서울특별시 강서구 공항대로65길 21","상가 1층 (염창동, 롯데캐슬아파트)","02-3665-8733","0","1000","2100","","","N","","","2020-01-28 01:33:50.0","2020-03-12 15:25:23.0"
"GS200124","좋은친구청소년지역아동센터","1003","지역아동센터","11500","강서구","1003","초등학생","126.84195","37.53867","07720","서울특별시 강서구 가로공원로 237","2층 (화곡동)","02-2065-0369","0","1100","2100","1100","2100","Y","1000","1600","2020-01-28 01:33:49.0","2020-03-26 17:19:46.0"
"GS200123","새하늘지역아동센터","1003","지역아동센터","11500","강서구","1003","초등학생","126.83826","37.54021","07717","서울특별시 강서구 화곡로24길 16","1층 (화곡동)","02-2608-2538","0","1000","1900","1000","1900","N","","","2020-01-28 01:33:49.0","2020-03-17 16:06:24.0"
"GS200122","좋은사람들지역아동센터","1003","지역아동센터","11500","강서구","1003","초등학생","126.84127","37.54444","07700","서울특별시 강서구 화곡로31길 39","2층 (화곡동)","02-2604-5550","0","1000","2000","0900","2000","N","","","2020-01-28 01:33:48.0","2020-03-18 10:00:54.0"
"GS200105","솔로몬지역아동센터","1003","지역아동센터","11500","강서구","1003","초등학생","126.80952","37.57438","07516","서울특별시 강서구 양천로1길 106","2층 (방화동)","02-2664-6954","0","1100","2100","1000","2100","N","","","2020-01-28 01:33:42.0","2020-03-12 15:53:14.0"
"GS200104","람원행복한홈스쿨 지역아동센터","1003","지역아동센터","11500","강서구","1003","초등학생","126.853","37.55157","07656","서울특별시 강서구 까치산로 160-5","(1,2층) (화곡동)","02-2065-0692","0","1030","1930","1030","1930","N","1030","1930","2020-01-28 01:33:41.0","2020-03-13 10:50:30.0"
"GS200102","열린지역아동센터","1003","지역아동센터","11500","강서구","1003","초등학생","126.85068","37.54016","07724","서울특별시 강서구 초록마을로22길 8-5","2층 (화곡동)","02-2607-7374","0","1200","2100","1000","2100","Y","1000","1600","2020-01-28 01:33:40.0","2020-03-12 16:01:19.0"
"GS200101","성광행복한지역아동센터","1003","지역아동센터","11500","강서구","1003","초등학생","126.82205","37.57298","07593","서울특별시 강서구 양천로26길 103","202-3호 (방화동, 마곡청구아파트)","02-2666-0340","0","1030","2100","1100","2100","N","","","2020-01-28 01:33:40.0","2020-03-31 15:00:43.0"
"GB200141","나욧지역아동센터","1003","지역아동센터","11305","강북구","1003","초등학생","127.02122","37.64192","01043","서울특별시 강북구 삼각산로 157","(수유동) 2,3층 (수유동)","02-994-1318","0","1000","2200","","","Y","1000","2200","2020-01-28 01:33:39.0","2020-02-26 13:25:33.0"
"GB200130","아름다운 땅 지역아동센터","1003","지역아동센터","11305","강북구","1003","초등학생","127.03989","37.62884","01224","서울특별시 강북구 오현로 194","3층 (번동)","02-986-9090","0","1000","2000","","","N","","","2020-01-28 01:33:35.0","2020-02-27 09:58:37.0"
"GB200129","희망의집 지역아동센터","1003","지역아동센터","11305","강북구","1005","초중생","127.01829","37.62851","01120","서울특별시 강북구 삼양로 280-1"," (미아동)","02-981-4422","0","1200","2100","1000","1900","N","","","2020-01-28 01:33:34.0","2020-01-31 17:59:38.0"
"GB200128","강북구 공립지역아동센터","1003","지역아동센터","11305","강북구","1003","초등학생","127.0328407181199","37.63981509233783","01060","서울특별시 강북구 도봉로96다길 15"," (번동)","02-900-1987","0","1000","2100","1000","2100","N","","","2020-01-28 01:33:34.0","2021-11-02 15:06:43.0"
"GB200127","동산비젼스쿨지역아동센터","1003","지역아동센터","11305","강북구","1003","초등학생","127.03119","37.61635","01216","서울특별시 강북구 오현로 10","3층 (미아동)","02-945-5240","0","1030","2000","","","N","","","2020-01-28 01:33:33.0","2020-02-26 14:24:07.0"
"GB200121","서라벌아카데미지역아동센터","1003","지역아동센터","11305","강북구","1003","초등학생","127.01351","37.65807","01005","서울특별시 강북구 삼양로 617","3층 (우이동)","02-998-5621","0","1100","2000","1100","2000","N","","","2020-01-28 01:33:31.0","2021-11-02 15:12:07.0"
"GB200106","삼동지역아동센터","1003","지역아동센터","11305","강북구","1003","초등학생","127.0451","37.6274","01229","서울특별시 강북구 한천로105길 24","201동 212호 (번동, 번동2단지주공아파트)","02-984-3886","0","1030","1930","1030","1930","N","","","2020-01-28 01:33:25.0","2021-11-08 13:42:04.0"
"GB200103","지역아동센터사랑의공부방","1003","지역아동센터","11305","강북구","1003","초등학생","127.04586","37.62553","01230","서울특별시 강북구 한천로105길 33","(번동, 유치원상가 3층) (번동)","02-987-4988","0","1100","2000","","","N","","","2020-01-28 01:33:24.0","2020-03-18 17:35:46.0"
"GD200145","구립함께하는지역아동센터","1003","지역아동센터","11740","강동구","1003","초등학생","127.17232","37.55678","05285","서울특별시 강동구 상일로12길 95","102동 4층 구립함께하는지역아동센터 (강일동, 푸르내)","02-429-6900","0","1000","1900","","","N","","","2020-01-28 01:33:22.0","2020-04-01 13:12:05.0"
"GD200143","구립길리청소년지역아동센터","1003","지역아동센터","11740","강동구","1005","초중생","127.14206","37.53732","05351","서울특별시 강동구 양재대로114길 38","2층 (길동)","02-483-1318","0","1000","2100","1000","2100","N","","","2020-01-28 01:33:21.0","2020-03-16 17:41:20.0"
"GD200129","서울중심지역아동센터","1003","지역아동센터","11740","강동구","1003","초등학생","127.12795","37.53557","05384","서울특별시 강동구 천호대로162길 34"," (성내동, 이안강동)","02-488-1067","0","1000","2100","","","N","","","2020-01-28 01:33:16.0","2020-02-27 13:30:06.0"
"GD200128","오륜레인보우지역아동센터","1003","지역아동센터","11740","강동구","1003","초등학생","127.1325","37.52608","05406","서울특별시 강동구 강동대로53길 73","2층 (성내동)","070-7864-5994","0","1000","1900","1000","1900","N","","","2020-01-28 01:33:15.0","2020-03-12 11:19:36.0"
"GD200123","제일강동지역아동센터","1003","지역아동센터","11740","강동구","1003","초등학생","127.14585","37.54465","05298","서울특별시 강동구 양재대로128길 53","301호 (길동)","02-470-7542","","","","","","N","","","2020-01-28 01:33:13.0","2021-03-31 09:48:04.0"
"GD200122","길동지역아동센터","1003","지역아동센터","11740","강동구","1003","초등학생","127.14274","37.53563","05350","서울특별시 강동구 천호대로187길 30"," (길동)","02-485-5551","0","1000","1900","","","N","","","2020-01-28 01:33:13.0","2020-03-18 17:38:39.0"
"GD200121","나래지역아동센터","1003","지역아동센터","11740","강동구","1003","초등학생","127.14535","37.54186","05304","서울특별시 강동구 천중로53길 21","2층 (길동)","02-474-2103","0","1030","1930","","","N","","","2020-01-28 01:33:12.0","2021-03-31 09:53:17.0"
"GD200120","암사꿈나무지역아동센터","1003","지역아동센터","11740","강동구","1003","초등학생","127.13298","37.54794","05265","서울특별시 강동구 상암로 89"," (암사동)","02-426-0081","0","1200","2200","1100","2200","Y","1200","1600","2020-01-28 01:33:12.0","2020-03-10 18:22:23.0"
"GD200118","명성지역아동센터","1003","지역아동센터","11740","강동구","1003","초등학생","127.13799","37.5446","05312","서울특별시 강동구 천중로35길 73-7"," (천호동)","02-474-6940","0","1000","1900","","","N","","","2020-01-28 01:33:11.0","2020-03-11 10:20:23.0"
"GD200117","아름다운행복한홈스쿨지역아동센터","1003","지역아동센터","11740","강동구","1003","초등학생","127.14488","37.5504","05292","서울특별시 강동구 상암로47길 80-7"," (명일동)","02-3427-4415","0","1000","1900","","","N","","","2020-01-28 01:33:11.0","2020-02-27 13:13:31.0"
"GD200103","구립우등생지역아동센터","1003","지역아동센터","11740","강동구","1003","초등학생","127.13962","37.5359","05352","서울특별시 강동구 양재대로 1458","6층 (길동)","02-2041-7871","0","0830","1800","","","N","","","2020-01-28 01:33:05.0","2021-03-31 09:51:21.0"
"GD200101","소리마을지역아동센터","1003","지역아동센터","11740","강동구","1003","초등학생","127.13335","37.54576","05320","서울특별시 강동구 구천면로 287-1"," (천호동)","02-472-3557","0","1000","1900","","","N","","","2020-01-28 01:33:04.0","2020-02-27 11:25:53.0"
"EP200173","풍성한지역아동센터","1003","지역아동센터","11380","은평구","1003","초등학생","126.90642","37.59247","03445","서울특별시 은평구 은평터널로7길 2","신성수정아파트 상가동 2층 201호 (신사동, 신성수정아파트)","02-358-5489","0","0900","1900","","","N","","","2020-01-28 01:32:43.0","2020-02-20 14:51:43.0"
"EP200172","샘지역아동센터","1003","지역아동센터","11380","은평구","1003","초등학생","126.91439","37.60803","03413","서울특별시 은평구 연서로11길 7-2"," (구산동)","02-6205-5237","0","1000","1900","","","N","","","2020-01-28 01:32:41.0","2020-03-26 15:06:00.0"
"EP200171","맑은지역아동센터","1003","지역아동센터","11380","은평구","1003","초등학생","126.92168","37.60634","03404","서울특별시 은평구 진흥로9길 8-17","2층 (역촌동)","02-6012-6988","0","1000","1900","","","N","","","2020-01-28 01:32:40.0","2020-02-20 10:37:07.0"
"EP200170","비전스쿨지역아동센터","1003","지역아동센터","11380","은평구","1003","초등학생","126.91904","37.58489","03481","서울특별시 은평구 가좌로7나길 17","1층 (응암동)","02-307-4812","0","1000","1930","","","N","","","2020-01-28 01:32:40.0","2020-02-19 13:25:39.0"
"EP200168","구립광현청소년 지역아동센터","1003","지역아동센터","11380","은평구","1003","초등학생","126.91611","37.61832","03332","서울특별시 은평구 연서로27길 31-7","지층(갈현동 501-5 (갈현동)","02-358-3004","","1100","2200","","","N","","","2020-01-28 01:32:39.0","2020-03-26 14:59:40.0"
